,property_type,price,area,area_unit,n_bedrooms,n_bathrooms,n_floors,address,city_province,district,legal_docs,facing_direction,front_width,price_unit,front_width_unit,front_road_width,front_road_width_unit,balcony_direction,interior
120,Nhà mặt tiền,8.8,987.0,m²,3.0,3.0,2.0,"1236, Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, TP.HCM",TP.HCM,Nhà Bè,Sổ đỏ/hồng riêng,Đông,4.9,,,,,,
121,Nhà hẻm ngõ,6.6,64.0,m²,5.0,5.0,4.0,"Đường Thạnh Xuân 25, Phường Thạnh Xuân, Quận 12, TP.HCM",TP.HCM,Quận 12,Sổ đỏ/hồng riêng,,4.0,,,,,,
122,Nhà hẻm ngõ,2.45,114.0,m²,2.0,2.0,,"Đường An Phú Đông 25, Phường An Phú Đông, Quận 12, TP.HCM",TP.HCM,Quận 12,Sổ đỏ/hồng riêng,,23.0,,,,,,
123,Nhà mặt tiền,40.0,144.0,m²,,,,"Đường Vũ Tông Phan, Phường An Phú, TP. Thủ Đức - Quận 2, TP.HCM",TP.HCM,Thủ Đức,Sổ đỏ/hồng riêng,,7.5,,,,,,
124,Nhà mặt tiền,17.5,127.0,m²,17.0,17.0,5.0,"136, Đường Trần Văn Quang, Phường 10, Quận Tân Bình, TP.HCM",TP.HCM,Tân Bình,Sổ đỏ/hồng riêng,,5.0,,,,,,
125,Nhà hẻm ngõ,15.9,72.0,m²,5.0,6.0,4.0,"Đường Nguyễn Trọng Tuyển, Phường 10, Quận Phú Nhuận, TP.HCM",TP.HCM,Phú Nhuận,Sổ đỏ/hồng riêng,,,,,,,,
126,Nhà hẻm ngõ,5.68,27.0,m²,2.0,2.0,,"450/16/45, Đường Phan Xích Long, Phường 2, Quận Phú Nhuận, TP.HCM",TP.HCM,Phú Nhuận,Sổ đỏ/hồng riêng,,,,,,,,
127,Nhà hẻm ngõ,5.38,56.0,m²,3.0,3.0,2.0,"102/, Đường Lê Văn Thọ, Phường 11, Quận Gò Vấp, TP.HCM",TP.HCM,Gò Vấp,Sổ đỏ/hồng riêng,Bắc,4.0,,,,,,
128,Nhà hẻm ngõ,12.5,1084.0,m²,6.0,60.0,,"60, 60, Huyện Bình Chánh, TP.HCM",TP.HCM,Bình Chánh,Sổ đỏ/hồng riêng,Tây,6.0,,,,,,
129,Nhà mặt tiền,17.0,126.0,m²,,,1.0,"Đường Khuông Việt, Phường Phú Trung, Quận Tân Phú, TP.HCM",TP.HCM,Tân Phú,Sổ đỏ/hồng riêng,,7.0,,,,,,
130,Nhà hẻm ngõ,1.7,34.0,m²,3.0,4.0,,"Đường Nơ Trang Long, Phường 7, Quận Bình Thạnh, TP.HCM",TP.HCM,Bình Thạnh,Sổ đỏ/hồng riêng,,,,,,,,
131,Nhà mặt tiền,59.0,140.0,m²,10.0,10.0,4.0,"Đường Nguyễn Trãi, Phường 3, Quận 5, TP.HCM",TP.HCM,Quận 5,Sổ đỏ/hồng riêng,,7.1,,,,,,
132,Nhà hẻm ngõ,1.25,17.0,m²,4.0,4.0,4.0,"Đường Chu Văn An, Phường 12, Quận Bình Thạnh, TP.HCM",TP.HCM,Bình Thạnh,Sổ đỏ/hồng riêng,,3.5,,,,,,
133,Nhà mặt tiền,22.5,64.0,m²,5.0,6.0,5.0,"135, Đường Đồng Đen, Phường 12, Quận Tân Bình, TP.HCM",TP.HCM,Tân Bình,Sổ đỏ/hồng riêng,Tây Bắc,4.0,,,,,,
134,Nhà hẻm ngõ,12.5,70.0,m²,,,,"Phường 1, Quận Tân Bình, TP.HCM",TP.HCM,Tân Bình,Sổ đỏ/hồng riêng,,,,,,,,
135,Nhà hẻm ngõ,2.3,63.0,m²,3.0,4.0,,"Đường Hoàng Hoa Thám, Phường 5, Quận Bình Thạnh, TP.HCM",TP.HCM,Bình Thạnh,Sổ đỏ/hồng riêng,,,,,,,,
136,Nhà mặt tiền,3.85,80.0,m²,4.0,5.0,2.0,"Đường số 2, Xã Xuân Thới Sơn, Huyện Hóc Môn, TP.HCM",TP.HCM,Hóc Môn,Sổ đỏ/hồng riêng,,5.0,,,,,,
137,Nhà hẻm ngõ,4.26,48.0,m²,2.0,2.0,1.0,"Đường Quang Trung, Phường 14, Quận Gò Vấp, TP.HCM",TP.HCM,Gò Vấp,Sổ đỏ/hồng riêng,,4.1,,,,,,
138,Nhà mặt tiền,15.3,73.5,m²,,,,"Đường 17, Phường Tân Kiểng, Quận 7, TP.HCM",TP.HCM,Quận 7,Sổ đỏ/hồng riêng,,,,,,,,
139,Nhà hẻm ngõ,2.89,69.0,m²,4.0,4.0,,"Đường Đào Duy Anh, Phường 9, Quận Phú Nhuận, TP.HCM",TP.HCM,Phú Nhuận,Sổ đỏ/hồng riêng,,4.0,,,,,,
140,Nhà hẻm ngõ,11.8,56.0,m²,,,4.0,"319/11, Đường Nguyễn Công Trứ, Phường Nguyễn Thái Bình, Quận 1, TP.HCM",TP.HCM,Quận 1,Sổ đỏ/hồng riêng,,,,,,,,
141,Nhà hẻm ngõ,4.8,49.0,m²,3.0,2.0,2.0,"911/, Đường Quang Trung, Phường 14, Quận Gò Vấp, TP.HCM",TP.HCM,Gò Vấp,Sổ đỏ/hồng riêng,,7.0,,,,,,
142,Nhà hẻm ngõ,2.35,50.0,m²,4.0,5.0,4.0,"Đường Nơ Trang Long, Phường 12, Quận Bình Thạnh, TP.HCM",TP.HCM,Bình Thạnh,Sổ đỏ/hồng riêng,,,,,,,,
143,Nhà hẻm ngõ,2.68,15.0,m²,2.0,3.0,4.0,"Đường Phạm Văn Hai, Phường 2, Quận Tân Bình, TP.HCM",TP.HCM,Tân Bình,Sổ đỏ/hồng riêng,,3.0,,,,,,
144,Nhà mặt tiền,33.5,160.0,m²,4.0,4.0,3.0,"TP. Thủ Đức - Quận 2, TP.HCM",TP.HCM,Thủ Đức,Sổ đỏ/hồng riêng,Tây Nam,8.0,,,,,,
145,Nhà hẻm ngõ,2.39,50.0,m²,4.0,4.0,,"Đường Hoàng Hoa Thám, Phường 6, Quận Bình Thạnh, TP.HCM",TP.HCM,Bình Thạnh,Sổ đỏ/hồng riêng,,,,,,,,
146,Nhà hẻm ngõ,10.5,70.0,m²,5.0,5.0,4.0,"Đường Cộng Hòa, Phường 13, Quận Tân Bình, TP.HCM",TP.HCM,Tân Bình,Sổ đỏ/hồng riêng,,5.0,,,,,,
147,Nhà hẻm ngõ,4.95,50.0,m²,4.0,3.0,4.0,"Đường Phú Định, Phường 16, Quận 8, TP.HCM",TP.HCM,Quận 8,Sổ đỏ/hồng riêng,Đông Nam,3.6,,,,,,
148,Nhà hẻm ngõ,2.99,47.0,m²,4.0,3.0,,"Đường Kỳ Đồng, Phường 9, Quận 3, TP.HCM",TP.HCM,Quận 3,Sổ đỏ/hồng riêng,,,,,,,,
149,Nhà hẻm ngõ,3.5,43.0,m²,2.0,2.0,,"Đường Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, TP.HCM",TP.HCM,Bình Tân,Sổ đỏ/hồng riêng,,4.3,,,,,,
150,Biệt thự,60.0,236.9,m²,4.0,5.0,,"Đường Dương Văn An, Phường An Phú, TP. Thủ Đức - Quận 2, TP.HCM",TP.HCM,Thủ Đức,Sổ đỏ/hồng riêng,,9.0,,,,,,
151,Nhà hẻm ngõ,4.95,30.0,m²,3.0,4.0,3.0,"55/, Đường 18, Phường 8, Quận Gò Vấp, TP.HCM",TP.HCM,Gò Vấp,Sổ đỏ/hồng riêng,Nam,3.2,,,,,,
152,Biệt thự,80.0,339.0,m²,,,,"Đường Nguyễn Ư Dĩ, Phường Thảo Điền, TP. Thủ Đức - Quận 2, TP.HCM",TP.HCM,Thủ Đức,Sổ đỏ/hồng riêng,Đông,16.0,,,,,,
153,Nhà mặt tiền,1.75,30.0,m²,2.0,2.0,,"Đường Bà Hom, Phường Tân Tạo, Quận Bình Tân, TP.HCM",TP.HCM,Bình Tân,Sổ đỏ/hồng riêng,,,,,,,,
154,Nhà hẻm ngõ,2.35,40.0,m²,2.0,2.0,,"Đường Bà Hom, Phường Tân Tạo, Quận Bình Tân, TP.HCM",TP.HCM,Bình Tân,Sổ đỏ/hồng riêng,Tây,,,,,,,
155,Nhà hẻm ngõ,11.8,70.0,m²,2.0,2.0,2.0,"Đường Hoàng Hoa Thám, Phường 13, Quận Tân Bình, TP.HCM",TP.HCM,Tân Bình,Sổ đỏ/hồng riêng,,5.0,,,,,,
156,Nhà hẻm ngõ,4.95,50.0,m²,3.0,2.0,2.0,"943/, Đường Quang Trung, Phường 14, Quận Gò Vấp, TP.HCM",TP.HCM,Gò Vấp,Sổ đỏ/hồng riêng,Tây Bắc,3.5,,,,,,
157,Nhà hẻm ngõ,3.85,25.0,m²,2.0,2.0,2.0,"514/, Đường Lê Đức Thọ, Phường 17, Quận Gò Vấp, TP.HCM",TP.HCM,Gò Vấp,Sổ đỏ/hồng riêng,Nam,3.5,,,,,,
158,Nhà hẻm ngõ,6.6,142.0,m²,13.0,14.0,3.0,"225/15/ , Đường Lê Trọng Tấn, Phường Bình Trị Đông A, Quận Bình Tân, TP.HCM",TP.HCM,Bình Tân,Sổ đỏ/hồng riêng,Tây,2.0,,,,,,
159,Nhà mặt tiền,25.0,86.0,m²,,,,"Phường 2, Quận 11, TP.HCM",TP.HCM,Quận 11,Sổ đỏ/hồng riêng,,,,,,,,
160,Nhà mặt tiền,31.5,116.0,m²,,,,"Phường An Khánh, TP. Thủ Đức - Quận 2, TP.HCM",TP.HCM,Thủ Đức,Sổ đỏ/hồng riêng,Đông Nam,6.8,,,,,,
161,Nhà hẻm ngõ,2.15,56.0,m²,,,4.0,"Đường Hoàng Bật Đạt, Phường 15, Quận Tân Bình, TP.HCM",TP.HCM,Tân Bình,Sổ đỏ/hồng riêng,,4.0,,,,,,
162,Nhà mặt tiền,22.5,128.0,m²,,,,"Phường 12, Quận Gò Vấp, TP.HCM",TP.HCM,Gò Vấp,Sổ đỏ/hồng riêng,,6.2,,,,,,
163,Nhà hẻm ngõ,1.9,28.5,m²,2.0,2.0,,"Đường Phan Văn Hân, Phường 17, Quận Bình Thạnh, TP.HCM",TP.HCM,Bình Thạnh,Sổ đỏ/hồng riêng,,3.6,,,,,,
164,Biệt thự,130.0,312.5,m²,5.0,6.0,,"TP. Thủ Đức - Quận 2, TP.HCM",TP.HCM,Thủ Đức,Sổ đỏ/hồng riêng,Tây Nam,16.3,,,,,,
165,Biệt thự,11.5,280.0,m²,3.0,3.0,,"183, Đường An Phú Tây, Xã An Phú Tây, Huyện Bình Chánh, TP.HCM",TP.HCM,Bình Chánh,Sổ đỏ/hồng riêng,,7.5,,,,,,
166,Nhà hẻm ngõ,13.9,71.0,m²,6.0,7.0,5.0,"Đường Lê Văn Sỹ, Phường 1, Quận Tân Bình, TP.HCM",TP.HCM,Tân Bình,Sổ đỏ/hồng riêng,Tây Nam,4.4,,,,,,
167,Nhà hẻm ngõ,2.15,52.0,m²,4.0,4.0,4.0,"Đường Lê Lai, Phường 3, Quận Gò Vấp, TP.HCM",TP.HCM,Gò Vấp,Sổ đỏ/hồng riêng,,4.0,,,,,,
168,Nhà mặt tiền,14.2,73.0,m²,,,2.0,"Đường Nguyễn Trọng Tuyển, Phường 8, Quận Phú Nhuận, TP.HCM",TP.HCM,Phú Nhuận,Sổ đỏ/hồng riêng,,,,,,,,
169,Biệt thự,58.0,294.0,m²,,,,"Đường 12, Phường An Khánh, TP. Thủ Đức - Quận 2, TP.HCM",TP.HCM,Thủ Đức,Sổ đỏ/hồng riêng,,10.0,,,,,,
170,Nhà mặt tiền,7.5,26.3,m²,,,5.0,"462, Đường Phạm Văn Chí, Phường 8, Quận 6, TP.HCM",TP.HCM,Quận 6,Sổ đỏ/hồng riêng,,3.5,,,,,,
171,Nhà hẻm ngõ,22.0,85.0,m²,2.0,2.0,,"Đường Cô Giang, Phường Cầu Ông Lãnh, Quận 1, TP.HCM",TP.HCM,Quận 1,Sổ đỏ/hồng riêng,,5.1,,,,,,
172,Nhà hẻm ngõ,2.25,68.0,m²,4.0,5.0,3.0,"Đường 22, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",TP.HCM,Thủ Đức,Sổ đỏ/hồng riêng,,4.0,,,,,,
173,Nhà hẻm ngõ,6.38,64.0,m²,4.0,5.0,4.0,"Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM",TP.HCM,Nhà Bè,Sổ đỏ/hồng riêng,Tây,8.0,,,,,,
174,Nhà hẻm ngõ,2.5,22.0,m²,,,,"Đường Lê Đại Hành, Phường 13, Quận 11, TP.HCM",TP.HCM,Quận 11,Sổ đỏ/hồng riêng,,2.2,,,,,,
175,Nhà hẻm ngõ,2.65,67.0,m²,4.0,4.0,3.0,"Đường Nơ Trang Long, Phường 13, Quận Bình Thạnh, TP.HCM",TP.HCM,Bình Thạnh,Sổ đỏ/hồng riêng,,,,,,,,
176,Nhà hẻm ngõ,5.69,60.0,m²,5.0,5.0,2.0,"Đường Xô Viết Nghệ Tĩnh, Phường 17, Quận Bình Thạnh, TP.HCM",TP.HCM,Bình Thạnh,Sổ đỏ/hồng riêng,Đông Nam,3.5,,,,,,
177,Nhà hẻm ngõ,1.58,69.0,m²,3.0,2.0,,"Đường Tạ Quang Bửu, Phường 7, Quận 8, TP.HCM",TP.HCM,Quận 8,Sổ đỏ/hồng riêng,,,,,,,,
178,Nhà hẻm ngõ,3.15,48.0,m²,4.0,4.0,4.0,"Đường Kỳ Đồng, Phường 9, Quận 3, TP.HCM",TP.HCM,Quận 3,Sổ đỏ/hồng riêng,,4.0,,,,,,
179,Nhà hẻm ngõ,8.8,81.4,m²,,,1.0,"120/1/2, Đường Lũy Bán Bích, Phường Tân Thới Hòa, Quận Tân Phú, TP.HCM",TP.HCM,Tân Phú,Sổ đỏ/hồng riêng,,,,,,,,
180,Nhà hẻm ngõ,3.39,72.0,m²,3.0,3.0,,"Đường Nguyễn Văn Khối, Phường 11, Quận Gò Vấp, TP.HCM",TP.HCM,Gò Vấp,Sổ đỏ/hồng riêng,,,,,,,,
181,Nhà mặt tiền,18.5,40.0,m²,4.0,4.0,,"Đường Nguyễn Cư Trinh, Phường Nguyễn Cư Trinh, Quận 1, TP.HCM",TP.HCM,Quận 1,Sổ đỏ/hồng riêng,,4.0,,,,,,
182,Nhà mặt tiền,23.2,60.0,m²,,,,"Phường 12, Quận 10, TP.HCM",TP.HCM,Quận 10,Sổ đỏ/hồng riêng,,,,,,,,
183,Nhà mặt tiền,45.0,84.0,m²,3.0,,,"Phường 5, Quận 5, TP.HCM",TP.HCM,Quận 5,Sổ đỏ/hồng riêng,,,,,,,,
184,Nhà hẻm ngõ,5.6,120.0,m²,4.0,4.0,3.0,"566, Đường Nguyễn Thái Sơn, Phường 5, Quận Gò Vấp, TP.HCM",TP.HCM,Gò Vấp,Sổ đỏ/hồng riêng,,7.0,,,,,,
185,Nhà hẻm ngõ,1.3,48.0,m²,3.0,2.0,3.0,"Đường Bùi Hữu Nghĩa, Phường 2, Quận Bình Thạnh, TP.HCM",TP.HCM,Bình Thạnh,Sổ đỏ/hồng riêng,,4.0,,,,,,
186,Nhà hẻm ngõ,12.5,59.0,m²,5.0,6.0,5.0,"30/47, Đường Đoàn Thị Điểm, Phường 1, Quận Phú Nhuận, TP.HCM",TP.HCM,Phú Nhuận,Sổ đỏ/hồng riêng,,3.5,,,,,,
187,Nhà hẻm ngõ,2.25,137.2,m²,4.0,3.0,,"Phường 2, Quận Tân Bình, TP.HCM",TP.HCM,Tân Bình,Sổ đỏ/hồng riêng,,,,,,,,
188,Nhà hẻm ngõ,4.89,38.0,m²,2.0,2.0,2.0,"192/, Đường Phạm Văn Chiêu, Phường 9, Quận Gò Vấp, TP.HCM",TP.HCM,Gò Vấp,Sổ đỏ/hồng riêng,,4.2,,,,,,
189,Nhà mặt tiền,560.0,1100.0,m²,,,,"Đường Lê Văn Duyệt, Phường 1, Quận Bình Thạnh, TP.HCM",TP.HCM,Bình Thạnh,Sổ đỏ/hồng riêng,,16.5,,,,,,
190,Nhà hẻm ngõ,2.35,50.0,m²,4.0,4.0,,"Đường Bùi Đình Túy, Phường 24, Quận Bình Thạnh, TP.HCM",TP.HCM,Bình Thạnh,Sổ đỏ/hồng riêng,,,,,,,,
191,Nhà hẻm ngõ,4.65,70.0,m²,4.0,5.0,,"Đường Trần Quốc Thảo, Phường 14, Quận 3, TP.HCM",TP.HCM,Quận 3,Sổ đỏ/hồng riêng,,,,,,,,
192,Nhà mặt tiền,0.72,80.0,m²,2.0,2.0,,"Xã Tân Kiên, Huyện Bình Chánh, TP.HCM",TP.HCM,Bình Chánh,Sổ đỏ/hồng riêng,,5.0,,,,,,
193,Nhà hẻm ngõ,1.9,64.0,m²,2.0,2.0,,"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, TP.HCM",TP.HCM,Quận 12,Sổ đỏ/hồng riêng,,4.0,,,,,,
194,Nhà hẻm ngõ,29.0,150.0,m²,3.0,4.0,,"Đường 62, Phường Thảo Điền, TP. Thủ Đức - Quận 2, TP.HCM",TP.HCM,Thủ Đức,Sổ đỏ/hồng riêng,Đông,6.0,,,,,,
195,Nhà hẻm ngõ,8.7,65.2,m²,5.0,5.0,2.0,"Đường Hòa Bình, Phường 5, Quận 11, TP.HCM",TP.HCM,Quận 11,Sổ đỏ/hồng riêng,,4.0,,,,,,
196,Nhà hẻm ngõ,4.55,25.0,m²,3.0,3.0,4.0,"47/4, Đường Nguyễn Đình Chiểu, Phường 4, Quận Phú Nhuận, TP.HCM",TP.HCM,Phú Nhuận,Sổ đỏ/hồng riêng,,4.0,,,,,,
197,Nhà hẻm ngõ,1.55,41.0,m²,4.0,4.0,4.0,"Đường Yên Thế, Phường 2, Quận Tân Bình, TP.HCM",TP.HCM,Tân Bình,Sổ đỏ/hồng riêng,,4.0,,,,,,
198,Nhà mặt tiền,33.0,143.0,m²,,,,"Đường Thất Sơn, Phường 15, Quận 10, TP.HCM",TP.HCM,Quận 10,Sổ đỏ/hồng riêng,,5.4,,,,,,
199,Nhà hẻm ngõ,2.15,52.0,m²,5.0,6.0,4.0,"Đường Lê lai, Phường 3, Quận Gò Vấp, TP.HCM",TP.HCM,Gò Vấp,Sổ đỏ/hồng riêng,,4.0,,,,,,
200,Nhà hẻm ngõ,2.15,64.0,m²,2.0,3.0,,"Phường 5, Quận Bình Thạnh, TP.HCM",TP.HCM,Bình Thạnh,Sổ đỏ/hồng riêng,,,,,,,,
201,Nhà hẻm ngõ,2.7,69.8,m²,4.0,4.0,3.0,"Đường Nguyễn Thượng Hiền, Phường 5, Quận Bình Thạnh, TP.HCM",TP.HCM,Bình Thạnh,Sổ đỏ/hồng riêng,,4.0,,,,,,
202,Nhà hẻm ngõ,3.58,27.0,m²,2.0,2.0,1.0,"106I , Đường Lạc Long Quân, Phường 3, Quận 11, TP.HCM",TP.HCM,Quận 11,Sổ đỏ/hồng riêng,,3.0,,,,,,
203,Nhà hẻm ngõ,2.15,71.0,m²,4.0,5.0,,"Đường Thạnh Lộc 19, Phường Thạnh Lộc, Quận 12, TP.HCM",TP.HCM,Quận 12,Sổ đỏ/hồng riêng,,4.0,,,,,,
204,Biệt thự,56.0,294.0,m²,5.0,5.0,,"Đường 12, Phường An Khánh, TP. Thủ Đức - Quận 2, TP.HCM",TP.HCM,Thủ Đức,Sổ đỏ/hồng riêng,Tây Nam,10.0,,,,,,
205,Nhà hẻm ngõ,2.85,70.0,m²,5.0,6.0,3.0,"Đường Nơ Trang Long, Phường 11, Quận Bình Thạnh, TP.HCM",TP.HCM,Bình Thạnh,Sổ đỏ/hồng riêng,,4.0,,,,,,
206,Nhà hẻm ngõ,2.1,50.0,m²,3.0,2.0,2.0,"Đường Lý Thường Kiệt, Phường 15, Quận 11, TP.HCM",TP.HCM,Quận 11,Sổ đỏ/hồng riêng,,4.0,,,,,,
207,Nhà hẻm ngõ,1.95,36.0,m²,4.0,4.0,,"Đường Chu Văn An, Phường 12, Quận Bình Thạnh, TP.HCM",TP.HCM,Bình Thạnh,Sổ đỏ/hồng riêng,,4.1,,,,,,
208,Nhà mặt tiền,27.0,100.0,m²,,,,"Đường Nguyễn Tiểu La, Phường 8, Quận 10, TP.HCM",TP.HCM,Quận 10,Sổ đỏ/hồng riêng,,10.0,,,,,,
209,Nhà hẻm ngõ,6.15,50.0,m²,3.0,3.0,4.0,"Đường Đào Tông Nguyên, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM",TP.HCM,Nhà Bè,Sổ đỏ/hồng riêng,Tây,5.0,,,,,,
210,Nhà hẻm ngõ,2.2,69.8,m²,4.0,5.0,,"Đường Nguyễn Thượng Hiền, Phường 5, Quận Bình Thạnh, TP.HCM",TP.HCM,Bình Thạnh,Sổ đỏ/hồng riêng,,4.2,,,,,,
211,Nhà hẻm ngõ,2.38,14.0,m²,2.0,3.0,2.0,"Đường Lê Thị Bạch Cát, Phường 13, Quận 11, TP.HCM",TP.HCM,Quận 11,Sổ đỏ/hồng riêng,,2.4,,,,,,
212,Nhà mặt tiền,9.9,84.0,m²,6.0,6.0,,"Phường Thới An, Quận 12, TP.HCM",TP.HCM,Quận 12,Sổ đỏ/hồng riêng,,6.6,,,,,,
213,Nhà hẻm ngõ,3.9,36.0,m²,4.0,2.0,3.0,"Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, TP.HCM",TP.HCM,Quận 7,Sổ đỏ/hồng riêng,Tây,4.0,,,,,,
214,Nhà hẻm ngõ,4.7,64.0,m²,2.0,2.0,,"Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM",TP.HCM,Nhà Bè,Sổ đỏ/hồng riêng,,4.0,,,,,,
215,Nhà hẻm ngõ,5.9,52.0,m²,4.0,5.0,4.0,"Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM",TP.HCM,Nhà Bè,Sổ đỏ/hồng riêng,Tây,4.0,,,,,,
216,Nhà mặt tiền,150.0,1707.0,m²,2.0,1.0,1.0,"Đường Huỳnh Tấn phát, Phường Tân Thuận Đông, Quận 7, TP.HCM",TP.HCM,Quận 7,Sổ đỏ/hồng riêng,Tây,22.0,,,,,,
217,Nhà mặt tiền,12.9,62.2,m²,,,2.0,"Đường Lạc Long Quân, Phường 8, Quận Tân Bình, TP.HCM",TP.HCM,Tân Bình,Sổ đỏ/hồng riêng,,3.5,,,,,,
218,Nhà hẻm ngõ,5.7,58.7,m²,4.0,4.0,,"Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM",TP.HCM,Nhà Bè,Sổ đỏ/hồng riêng,,4.4,,,,,,
219,Nhà mặt tiền,7.5,52.0,m²,4.0,4.0,4.0,"Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM",TP.HCM,Nhà Bè,Sổ đỏ/hồng riêng,Tây,4.0,,,,,,
220,Nhà hẻm ngõ,1.65,55.0,m²,4.0,4.0,4.0,"Đường Hoàng Hoa Thám, Phường 5, Quận Bình Thạnh, TP.HCM",TP.HCM,Bình Thạnh,Sổ đỏ/hồng riêng,,4.0,,,,,,
221,Nhà hẻm ngõ,7.7,80.0,m²,4.0,5.0,4.0,"Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM",TP.HCM,Nhà Bè,Sổ đỏ/hồng riêng,Tây,5.0,,,,,,
222,Nhà hẻm ngõ,5.5,85.0,m²,3.0,2.0,2.0,"Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM",TP.HCM,Nhà Bè,Sổ đỏ/hồng riêng,Tây,5.0,,,,,,
223,Nhà mặt tiền,5.35,65.0,m²,3.0,4.0,2.0,"Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM",TP.HCM,Nhà Bè,Sổ đỏ/hồng riêng,Tây,5.0,,,,,,
224,Nhà hẻm ngõ,1.99,50.0,m²,3.0,3.0,3.0,"Đường Nơ Trang Long, Phường 12, Quận Bình Thạnh, TP.HCM",TP.HCM,Bình Thạnh,Sổ đỏ/hồng riêng,,,,,,,,
225,Nhà hẻm ngõ,1.8,33.0,m²,4.0,3.0,,"Đường Chu Văn An, Phường 12, Quận Bình Thạnh, TP.HCM",TP.HCM,Bình Thạnh,Sổ đỏ/hồng riêng,,3.0,,,,,,
226,Nhà hẻm ngõ,3.15,81.5,m²,3.0,4.0,,"Đường Trường Chinh, Phường 14, Quận Tân Bình, TP.HCM",TP.HCM,Tân Bình,Sổ đỏ/hồng riêng,,5.0,,,,,,
227,Nhà hẻm ngõ,2.15,42.0,m²,,,,"Đường Thạnh Lộc 8, Phường Thạnh Lộc, Quận 12, TP.HCM",TP.HCM,Quận 12,Sổ đỏ/hồng riêng,,,,,,,,
228,Nhà hẻm ngõ,2.59,67.2,m²,4.0,4.0,,"Đường Nơ Trang Long, Phường 13, Quận Bình Thạnh, TP.HCM",TP.HCM,Bình Thạnh,Sổ đỏ/hồng riêng,,4.0,,,,,,
229,Nhà hẻm ngõ,1.8,46.6,m²,2.0,2.0,2.0,"Đường Nguyễn Văn Công, Phường 3, Quận Gò Vấp, TP.HCM",TP.HCM,Gò Vấp,Sổ đỏ/hồng riêng,,3.8,,,,,,
230,Nhà mặt tiền,14.5,65.6,m²,,,4.0,"Đường 3 Tháng 2, Phường 16, Quận 11, TP.HCM",TP.HCM,Quận 11,Sổ đỏ/hồng riêng,Tây Bắc,3.5,,,,,,
231,Nhà hẻm ngõ,2.08,49.7,m²,4.0,5.0,,"Đường Hoàng Hoa Thám, Phường 6, Quận Bình Thạnh, TP.HCM",TP.HCM,Bình Thạnh,Sổ đỏ/hồng riêng,,4.5,,,,,,
232,Nhà hẻm ngõ,7.45,825.0,m²,5.0,5.0,4.0,"Đường Chuyên Dùng Chính, Phường Phú Mỹ, Quận 7, TP.HCM",TP.HCM,Quận 7,Sổ đỏ/hồng riêng,Tây,4.0,,,,,,
233,Nhà hẻm ngõ,2.05,33.0,m²,,,,"Đường Chu Văn An, Phường 12, Quận Bình Thạnh, TP.HCM",TP.HCM,Bình Thạnh,Sổ đỏ/hồng riêng,,,,,,,,
234,Biệt thự,17.9,151.0,m²,5.0,4.0,,"Đường Lê Đức Thọ, Phường 15, Quận Gò Vấp, TP.HCM",TP.HCM,Gò Vấp,Sổ đỏ/hồng riêng,,,,,,,,
235,Nhà hẻm ngõ,2.39,48.0,m²,4.0,4.0,,"Phường Phú Thuận, Quận 7, TP.HCM",TP.HCM,Quận 7,Sổ đỏ/hồng riêng,,4.0,,,,,,
236,Nhà hẻm ngõ,1.85,51.0,m²,4.0,4.0,4.0,"Đường Dương Bá Trạc, Phường 1, Quận 8, TP.HCM",TP.HCM,Quận 8,Sổ đỏ/hồng riêng,,4.0,,,,,,
237,Nhà hẻm ngõ,4.79,60.0,m²,4.0,3.0,2.0,"Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM",TP.HCM,Nhà Bè,Sổ đỏ/hồng riêng,Tây,4.0,,,,,,
238,Nhà hẻm ngõ,2.65,68.0,m²,,,,"Đường Nguyễn Minh Hoàng, Phường 12, Quận Tân Bình, TP.HCM",TP.HCM,Tân Bình,Sổ đỏ/hồng riêng,,,,,,,,
239,Nhà hẻm ngõ,6.8,110.0,m²,3.0,4.0,1.0,"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, TP.HCM",TP.HCM,Nhà Bè,Sổ đỏ/hồng riêng,Tây,5.5,,,,,,
